Employee ID,Training Date,Training Program Name,Training Type,Training Outcome,Location,Trainer,Training Duration(Days),Training Cost
26497,26-Apr-23,Project Management,Internal,Failed,Kyletown,Sandra Rodriguez,1,140.61
26498,21-Jan-23,Leadership Development,External,Incomplete,Jonesmouth,Dr. John Moore,2,209.86
26499,14-May-23,Leadership Development,External,Completed,East Denisechester,Alyssa Williams,4,140.72
26500,01-Apr-23,Customer Service,External,Failed,Stoneborough,Jeffrey Gutierrez,4,202.81
26501,16-Mar-23,Communication Skills,External,Passed,Callahanton,Margaret Walker,4,343.6
26502,05-Apr-23,Technical Skills,Internal,Incomplete,Lake Lisamouth,Michael Lyons,3,964.33
26503,01-Nov-22,Leadership Development,Internal,Completed,West Adam,Nicole Thompson,5,323.79
26504,06-Sep-22,Leadership Development,Internal,Incomplete,Marshallland,Jamie Davis MD,1,850.28
26505,29-Jun-23,Leadership Development,External,Passed,West Brittney,Johnathan Doyle,1,920.41
26506,01-Nov-22,Communication Skills,Internal,Completed,Catherinestad,Cody Flores,1,355.75
26507,07-Sep-22,Communication Skills,External,Failed,Stewartbury,Angie Romero DDS,4,540.57
26508,26-Nov-22,Leadership Development,Internal,Passed,Andrewston,John Gallagher,2,926.17
26509,26-Nov-22,Technical Skills,Internal,Incomplete,Mooreshire,Zoe Smith,3,870.01
26510,19-Jul-23,Customer Service,Internal,Incomplete,Lake Dustin,Cheryl Watts,2,249.76
26511,04-Sep-22,Technical Skills,Internal,Passed,Suarezfort,Janet Schneider,4,320.38
26512,13-Jul-23,Leadership Development,External,Passed,Scottchester,Brendan Nelson,3,911.6
26513,27-May-23,Technical Skills,Internal,Passed,North Amanda,Jasmin Walker,2,697.28
26514,03-Jul-23,Customer Service,Internal,Failed,North Jamesborough,Ronald Chang,4,643.07
26515,16-Jun-23,Customer Service,Internal,Completed,South Matthewhaven,Mr. Dustin Miranda MD,5,329.65
26516,21-Feb-23,Customer Service,External,Completed,New David,Michelle Davila,5,658.12
26517,17-Sep-22,Project Management,External,Incomplete,East Andrew,Maurice Green,1,892.56
26518,11-Dec-22,Technical Skills,External,Incomplete,South Veronica,Amanda Mcbride,2,660.4
26519,03-Jan-23,Customer Service,External,Passed,Youngbury,Jared Mcclain,4,136.15
26520,02-Jul-23,Leadership Development,Internal,Incomplete,Williamsland,Brian Obrien,5,477.78
26521,12-Oct-22,Customer Service,Internal,Passed,Evansshire,Shannon Spencer,5,614.4
26522,21-Feb-23,Technical Skills,External,Incomplete,Kingview,Heather Butler,3,367.56
26523,28-Jul-23,Customer Service,External,Failed,Jamesland,Eric Davis,2,516.89
26524,18-May-23,Leadership Development,External,Incomplete,Mooneyborough,Alexandra Andrews,1,624.59
26525,09-Jan-23,Leadership Development,External,Incomplete,Port Cynthia,Thomas Baker,4,485.44
26526,07-Sep-22,Technical Skills,External,Failed,Lake Johnstad,Samuel Lynch,5,445.04
26527,29-Jun-23,Communication Skills,External,Failed,Marissastad,Lori Miller,5,944.24
26528,10-Aug-22,Leadership Development,Internal,Passed,Harmonmouth,James Gross,1,676.42
26529,20-Sep-22,Leadership Development,Internal,Failed,East Amy,Tammy Bowen,4,718.16
26530,10-Nov-22,Leadership Development,External,Failed,Crosschester,Gary Park,1,946.23
26531,19-Dec-22,Technical Skills,External,Failed,South Derrickberg,Miguel Cole,4,289.37
26532,06-Dec-22,Technical Skills,External,Incomplete,Port Gary,Lucas King,3,281.7
26533,13-Feb-23,Leadership Development,Internal,Passed,Michelleburgh,Kevin Miller,5,370.26
26534,20-Sep-22,Project Management,Internal,Passed,East Melissa,Karen Thompson,5,640.97
26535,13-Sep-22,Communication Skills,Internal,Completed,Rodriguezmouth,Diana Benton,3,632.28
26536,25-Jul-23,Communication Skills,Internal,Failed,East Rebeccaburgh,Anthony Holland,2,458.37
26537,25-Mar-23,Technical Skills,Internal,Incomplete,Mayofort,Edward Gibson,5,121.62
26538,05-Feb-23,Leadership Development,Internal,Passed,East Kathleenstad,Ethan Golden,3,566.0
26539,28-Nov-22,Technical Skills,External,Passed,New Teresaland,Billy Baker,1,680.48
26540,29-Mar-23,Project Management,External,Incomplete,South Darrenview,Matthew Stephens MD,1,963.42
26541,19-Mar-23,Leadership Development,External,Completed,Chenshire,Michael Hoffman,3,528.55
26542,22-Jul-23,Project Management,Internal,Incomplete,Port Patriciabury,Andrew Wheeler,3,475.26
26543,11-Mar-23,Project Management,External,Failed,Johnsonfurt,Patricia Spencer,4,795.38
26544,07-Apr-23,Leadership Development,Internal,Passed,Fitzgeraldbury,Karen Shaw,3,751.79
26545,31-Jan-23,Technical Skills,Internal,Failed,Seanstad,Jessica Crawford,1,325.19
26546,28-Mar-23,Technical Skills,Internal,Completed,Keithhaven,Andrew Powers,4,130.59
26547,20-Jul-23,Technical Skills,External,Incomplete,East Kelsey,Edward Davis,1,272.22
26548,17-May-23,Communication Skills,Internal,Completed,South Desiree,Michelle Moreno,3,200.27
26549,30-Aug-22,Communication Skills,Internal,Completed,Kaylaburgh,William Moore,5,638.07
26550,28-Jun-23,Customer Service,External,Failed,Morenoville,David Cobb,1,556.09
26551,17-May-23,Communication Skills,Internal,Completed,South Desiree,Michelle Moreno,3,200.27
26552,05-Aug-23,Project Management,Internal,Passed,Lake Jacobborough,John Garza,3,598.07
26553,29-Apr-23,Technical Skills,Internal,Failed,Andreastad,Steven Gardner,1,108.99
26554,07-Nov-22,Leadership Development,External,Incomplete,Thomasview,Jeremy Lee,4,313.5
26555,19-Aug-22,Customer Service,External,Passed,Jessicaberg,Alejandro Bates,1,973.34
26556,10-Dec-22,Technical Skills,External,Completed,Carrborough,Christine Cook,2,572.11
26557,28-Jan-23,Leadership Development,Internal,Completed,Lake Charlesberg,Justin Rivera,1,868.8
26558,18-Oct-22,Leadership Development,External,Failed,Lake Andrewport,Bruce Sanford,5,725.6
26559,02-Dec-22,Leadership Development,Internal,Failed,Morganside,Harold Miller,5,369.94
26560,02-Aug-23,Customer Service,External,Completed,South Kimberly,Adam Smith,3,795.72
26561,27-Jul-23,Communication Skills,Internal,Passed,West Michaelhaven,Isaac Baker,3,176.2
26562,28-May-23,Technical Skills,External,Incomplete,West Dawn,Steven Golden,2,813.17
26563,19-Mar-23,Project Management,Internal,Failed,Vasquezchester,Brianna Freeman,1,105.61
26564,13-Jun-23,Project Management,External,Failed,Lake Jessicaport,Mary Morris,4,478.88
26565,03-Nov-22,Project Management,External,Completed,Jeffreyshire,Renee Sutton,1,851.57
26566,31-May-23,Customer Service,Internal,Passed,New Reginabury,Patrick Maddox,2,779.08
26567,29-Jan-23,Project Management,Internal,Passed,South Aaron,Elizabeth Russell,3,684.64
26568,22-May-23,Customer Service,Internal,Completed,Lake James,Lynn Hart,3,463.57
26569,21-Nov-22,Leadership Development,External,Completed,North Sonyatown,James Fox,3,906.62
26570,22-Dec-22,Communication Skills,External,Completed,Houstontown,Ashley Edwards,2,892.65
26571,28-Aug-22,Customer Service,Internal,Completed,Garrettbury,Tim Hicks Jr.,2,316.38
26572,16-Apr-23,Communication Skills,External,Passed,Michaelville,James Haley,5,461.57
26573,20-Jun-23,Communication Skills,Internal,Incomplete,Leblancville,Donald Rogers,1,590.82
26574,30-Sep-22,Customer Service,External,Failed,East Donnahaven,Andrea Rodriguez,3,227.0
26575,07-Jul-23,Customer Service,Internal,Failed,Pattersonborough,Scott Peck,2,858.12
26576,08-Feb-23,Communication Skills,Internal,Completed,Traceyborough,Melissa Kerr,1,433.69
26577,20-Jul-23,Communication Skills,Internal,Incomplete,Michellechester,Tammy Norman,1,309.24
26578,11-Jan-23,Leadership Development,External,Passed,Mckeemouth,Randy Perkins,2,113.43
26579,11-Jul-23,Customer Service,External,Incomplete,New Mia,David Nash,1,124.77
26580,03-Mar-23,Communication Skills,External,Completed,Port Kelly,Anthony Burns,3,512.53
26581,07-Nov-22,Leadership Development,External,Failed,Lake Nancyshire,Susan Myers,2,137.96
26582,09-Feb-23,Technical Skills,External,Incomplete,West Leslie,Meagan Glenn,3,192.73
26583,09-Feb-23,Technical Skills,Internal,Incomplete,New Rosemouth,Danielle Wise,5,735.7
26584,05-Apr-23,Communication Skills,Internal,Completed,Andrewburgh,David Miller MD,2,999.0
26585,29-May-23,Project Management,Internal,Completed,Yatesburgh,Dr. Eric Reynolds,1,754.78
26586,14-May-23,Customer Service,Internal,Completed,North Patricia,Robert Campbell,5,296.24
26587,04-Aug-23,Project Management,External,Completed,North William,Tanya Melendez,3,834.44
26588,02-Aug-23,Customer Service,Internal,Failed,Vincentbury,James Allen,2,658.27
26589,01-Sep-22,Project Management,External,Passed,Port Nicole,Joan Roach,2,317.06
26590,24-Nov-22,Customer Service,Internal,Incomplete,Taylorhaven,Dana Adams,3,754.47
26591,01-Apr-23,Project Management,Internal,Passed,Burnston,Ashley Holmes,4,640.05
26592,24-Feb-23,Leadership Development,External,Passed,Anthonymouth,Jennifer Peterson,2,145.47
26593,22-Jul-23,Leadership Development,External,Incomplete,South Kimberly,Christy Jones,3,763.23
26594,14-Dec-22,Customer Service,External,Completed,Lambport,Samantha Vega,3,420.06
26595,29-Jan-23,Leadership Development,Internal,Incomplete,Port Jenniferside,Tyler Mcgee,2,724.87
26596,01-Aug-23,Customer Service,Internal,Incomplete,New Angelafort,Douglas Harris,2,851.51
26597,05-Jul-23,Leadership Development,External,Passed,Hoffmanview,Richard Johnson,3,308.21
26598,10-Oct-22,Technical Skills,Internal,Completed,West Briana,Sarah Walter,4,389.63
26599,07-Jul-23,Customer Service,External,Failed,West Matthew,George Burns,5,995.52
26600,12-Mar-23,Customer Service,Internal,Failed,Granttown,Mark Lam,5,664.61
26601,29-Sep-22,Customer Service,Internal,Passed,Port Chelseaburgh,David Ramirez,5,633.54
26602,08-Jul-23,Communication Skills,Internal,Incomplete,Kaylaburgh,John Williams,5,440.28
26603,08-Jan-23,Customer Service,Internal,Incomplete,Ramirezburgh,Justin Arellano,4,714.64
26604,31-Oct-22,Project Management,External,Failed,Darrenland,James Peck,3,726.88
26605,02-Oct-22,Project Management,Internal,Incomplete,New Brandi,Norman Paul,2,369.68
26606,04-Jun-23,Customer Service,Internal,Failed,Bowmanberg,Shane Salazar,3,809.39
26607,19-Jul-23,Customer Service,External,Completed,Davidview,Robert Tyler,5,923.06
26608,18-Nov-22,Communication Skills,Internal,Incomplete,Cardenasshire,Shane James,2,443.56
26609,04-Nov-22,Technical Skills,Internal,Passed,Lake Veronica,Sherry Cortez,3,499.48
26610,07-Jan-23,Customer Service,Internal,Completed,Rojasberg,Alan Robinson,1,482.09
26611,21-Sep-22,Leadership Development,Internal,Passed,Morganshire,Jessica Alexander,4,360.38
26612,28-Mar-23,Technical Skills,External,Completed,Joanmouth,Kevin Mitchell,3,372.76
26613,03-Jul-23,Technical Skills,Internal,Failed,Lorifurt,Lisa Malone,2,675.95
26614,15-Nov-22,Customer Service,Internal,Passed,West Robert,Anna Petty,2,125.7
26615,14-May-23,Leadership Development,Internal,Failed,Wolfeton,Jonathan Hunt,5,381.36
26616,23-May-23,Communication Skills,Internal,Failed,West Howardview,Ashley Solis,1,731.84
26617,14-Oct-22,Customer Service,Internal,Completed,Davisland,Lori Kane,4,886.12
26618,29-Apr-23,Communication Skills,Internal,Completed,West Davidview,Christopher Mcfarland,4,514.37
26619,02-Sep-22,Technical Skills,Internal,Completed,Coopermouth,Michael Carroll,5,797.82
26620,14-Apr-23,Customer Service,External,Failed,North Meganstad,Bruce Ramirez,5,744.55
26621,20-Sep-22,Project Management,External,Passed,New Karahaven,Kenneth Ferguson,1,546.47
26622,13-Jul-23,Leadership Development,Internal,Incomplete,Rhondaview,Tracy Russell,4,674.34
26623,31-Dec-22,Technical Skills,Internal,Incomplete,Port Brittanyton,Barbara Cochran,5,305.05
26624,03-Jun-23,Communication Skills,External,Completed,East Adam,Katie Harrington,1,599.0
26625,20-Apr-23,Technical Skills,Internal,Completed,Johnsonport,Justin Murphy,4,580.82
26626,06-May-23,Communication Skills,External,Failed,Lake Christopher,Randy Logan,3,465.3
26627,03-Jan-23,Customer Service,Internal,Completed,Port Joshuaport,Rebecca Frazier,2,842.67
26628,23-Dec-22,Customer Service,Internal,Failed,West Frank,Jason Chan,5,588.88
26629,25-Jan-23,Technical Skills,External,Completed,Anthonyside,Amanda Miller,5,851.24
26630,11-Mar-23,Leadership Development,Internal,Passed,New Sheila,Thomas Williams,4,739.32
26631,26-Apr-23,Project Management,External,Passed,New Donald,Christine Escobar,4,140.03
26632,20-Dec-22,Communication Skills,External,Passed,Barnesbury,Jessica Hicks,5,912.1
26633,24-Dec-22,Communication Skills,Internal,Failed,Prattview,Scott Kline,4,728.77
26634,16-Jun-23,Technical Skills,External,Failed,East Lauraton,Keith Smith,3,468.78
26635,29-Nov-22,Customer Service,Internal,Failed,Robertfurt,Jennifer Turner MD,3,460.59
26636,09-Apr-23,Customer Service,Internal,Incomplete,West Michelle,Rose Smith,5,524.34
26637,23-May-23,Technical Skills,Internal,Failed,New Elizabethton,Ryan King,1,694.61
26638,03-Jul-23,Project Management,External,Incomplete,Bridgesside,Brian Murphy,1,721.83
26639,26-Jul-23,Project Management,Internal,Failed,Burtonburgh,Kimberly Petersen,2,295.67
26640,26-Apr-23,Leadership Development,Internal,Failed,Kimberlymouth,Jeremy Mendez,3,254.85
26641,23-Feb-23,Technical Skills,External,Failed,Schmittborough,Ricardo Reed,5,871.29
26642,27-Nov-22,Project Management,External,Failed,East Lindaberg,Troy Johnson,4,973.11
26643,25-Sep-22,Communication Skills,Internal,Passed,North Teresa,Christopher Yates,1,836.76
26644,24-Dec-22,Communication Skills,Internal,Passed,Hunterfort,Brian Rocha,5,691.82
26645,16-May-23,Project Management,External,Failed,Marieshire,Barbara Thomas,2,175.75
26646,02-Nov-22,Communication Skills,Internal,Failed,Davidland,Katie Chandler,1,470.62
26647,23-Jul-23,Project Management,External,Incomplete,East Adam,Eric Vaughn,2,616.09
26648,01-Dec-22,Leadership Development,External,Failed,Jennafort,Allison Brown,3,898.26
26649,30-Dec-22,Project Management,External,Incomplete,North Jessica,Hunter Garcia,3,964.4
26650,23-Feb-23,Technical Skills,External,Failed,Schmittborough,Ricardo Reed,5,871.29
26651,23-Apr-23,Communication Skills,External,Completed,North Vanessaland,Jasmine Parks,3,287.3
26652,25-Jun-23,Technical Skills,External,Incomplete,Derrickview,Katherine Valentine,1,936.96
26653,19-Jul-23,Communication Skills,Internal,Completed,Jacksontown,Jenna Parks,3,129.49
26654,18-Aug-22,Leadership Development,Internal,Failed,Devinfurt,Brenda Rice,4,983.02
26655,26-Nov-22,Project Management,External,Incomplete,East Kerri,Victoria Stevens,4,653.32
26656,24-Aug-22,Communication Skills,External,Completed,Danielfurt,Tara Moses,4,146.18
26657,03-Oct-22,Technical Skills,Internal,Completed,Pattersonmouth,Scott Calhoun,2,264.74
26658,30-Jun-23,Project Management,External,Incomplete,Ashleyfurt,Stephen Graham,5,533.56
26659,02-Oct-22,Communication Skills,External,Completed,Josebury,Joseph Faulkner,3,242.21
26660,20-Apr-23,Technical Skills,Internal,Failed,West Hollymouth,Christopher White,1,897.96
26661,26-Dec-22,Leadership Development,External,Passed,East Parkerchester,Laura Carpenter,3,609.3
26662,12-Mar-23,Customer Service,Internal,Failed,Granttown,Mark Lam,5,664.61
26663,20-Apr-23,Leadership Development,External,Completed,North Coleview,Anthony Hodges,3,578.62
26664,01-Nov-22,Communication Skills,External,Completed,Smithchester,Emily Harmon,4,218.93
26665,17-Oct-22,Communication Skills,External,Incomplete,West Mary,Edward Campbell,5,913.62
26666,23-Feb-23,Technical Skills,External,Completed,Cannonfurt,Ryan Decker,1,134.11
26667,06-Jul-23,Communication Skills,Internal,Completed,Jessicaview,Patricia Daugherty,4,104.34
26668,08-Aug-22,Customer Service,External,Failed,North Christopher,Sandra Warren,2,167.34
26669,24-Sep-22,Leadership Development,Internal,Completed,Karenside,Bradley Norris,1,728.77
26670,22-Mar-23,Customer Service,External,Incomplete,Timview,Mrs. Maria Cantrell MD,2,580.16
26671,06-Jan-23,Leadership Development,Internal,Completed,New Caitlinland,Tammy Foster,3,623.75
26672,11-Dec-22,Technical Skills,External,Incomplete,South Veronica,Amanda Mcbride,2,660.4
26673,19-Oct-22,Technical Skills,Internal,Completed,Higginsport,Joshua Brewer,4,435.18
26674,02-Sep-22,Communication Skills,External,Incomplete,Port Michelle,Jose Boyd,1,846.55
26675,18-May-23,Communication Skills,Internal,Passed,Stephenstad,Jordan Green,2,478.07
26676,23-May-23,Leadership Development,Internal,Incomplete,Briggsport,Christine Rollins,1,579.06
26677,21-Nov-22,Technical Skills,Internal,Failed,Lake Michael,Alexis Johnson,4,942.24
26678,27-Sep-22,Customer Service,Internal,Passed,South Garymouth,Katherine Morgan MD,2,806.47
26679,21-Mar-23,Customer Service,Internal,Incomplete,Larahaven,Rebecca Smith,3,501.5
26680,01-May-23,Communication Skills,Internal,Completed,Johnsonfurt,Richard Martinez,2,928.81
26681,12-Jan-23,Customer Service,Internal,Completed,Knightborough,Richard Fisher,2,824.3
26682,21-May-23,Communication Skills,External,Passed,Charlesville,Brett Turner IV,4,171.03
26683,02-Oct-22,Project Management,External,Incomplete,North Derek,Andrew Hughes,4,941.61
26684,27-Oct-22,Customer Service,External,Incomplete,Josephmouth,Ronald Pearson,5,807.49
26685,02-Dec-22,Customer Service,Internal,Completed,South Jennifer,Thomas Adams,4,679.57
26686,28-Aug-22,Leadership Development,Internal,Incomplete,Fernandezhaven,Shelley Mccoy,4,310.28
26687,30-Jan-23,Customer Service,Internal,Incomplete,Lake Sherryside,Jared Moses,4,134.93
26688,25-May-23,Technical Skills,External,Passed,Lake Cameronburgh,Thomas Erickson,5,932.44
26689,13-Mar-23,Communication Skills,External,Completed,Smithchester,Brian Odom,5,246.13
26690,09-Aug-22,Leadership Development,External,Passed,Brittneystad,Christina Garcia,4,615.7
26691,28-Mar-23,Leadership Development,External,Completed,Andreamouth,David Cooper,5,163.17
26692,10-Oct-22,Customer Service,External,Incomplete,South Mackenziestad,Kelly Mays,1,812.01
26693,07-Oct-22,Customer Service,Internal,Completed,Lake Shannonborough,Joshua Harrington,3,475.75
26694,04-Sep-22,Communication Skills,External,Passed,Salazarstad,Jason Velez,1,484.08
26695,01-Feb-23,Communication Skills,Internal,Failed,Sellersbury,Thomas Mcknight,5,997.15
26696,27-Dec-22,Technical Skills,Internal,Incomplete,Silvaville,Brian Turner,5,222.99
26697,29-Dec-22,Project Management,External,Failed,Lewisstad,Kayla Peterson,3,934.3
26698,18-Mar-23,Project Management,Internal,Passed,New Dennis,Douglas Green,4,852.21
